compare_organization,lower_url,0
1st detect corporation,http://www.1stdetect.com,10
21st century technologies,http://www.deumbra.com,1
"3form, llc",http://www.3-form.com/,18
"3play media, inc.",http://www.3playmedia.com,4
"3si security systems, inc.",http://www.3sisecurity.com,4
"4d energetics, inc.",www.4denergetics.com,1
"8 rivers capital, llc",http://www.8riverscapital.com,13
908 devices inc.,http://www.908devices.com,1
a. finkl & sons co.,www.finkl.com,5
"a. j. dralle, inc.",http://www.ajdrallefilters.com,1
"a.p. buck, inc.",https://www.apbuck.com,1
"aalborg instruments & controls, inc.",http://www.aalborg.com,2
"abaxis, inc.",http://www.abaxis.com,9
abbott molecular inc.,www.abbott.com,3
"abiomed, inc.",http://www.abiomed.com,27
"abs materials, inc.",http://www.absmaterials.com,1
"ac photonics, inc.",http://www.acphotonics.com,5
"accelerate diagnostics, inc.",www.axdx.com,2
acceptto corporation,https://acceptto.com/,1
"access innovations, inc.",http://www.accessinn.com,1
"accumulators, inc.",http://www.accumulators.com,3
accuray incorporated,http://www.accuray.com,23
"acell, inc.",http://www.acell.com,17
acertara acoustic laboratories llc,www.acertaralabs.com,1
acf environmental,acfenvironmental.com,1
"achaogen, inc.",http://www.achaogen.com/,1
aclara technologies llc,http://www.aclara.com,5
"acme worldwide enterprises, inc.",www.acme-worldwide.com,3
"aco polymer products, inc.",www.acousa.com,5
"acorda therapeutics, inc.",http://www.acorda.com,4
acrow corporation of america,http://www.acrow.com,1
actinix,http://www.actinix.com,2
"action group, inc.",www.actiongroupinc.com,1
"action industries, inc.",http://www.actionindustries.biz,4
"active environmental technologies, inc.",http://www.active-env.com,1
"active power, inc.",http://www.activepower.com,28
"actuated medical, inc.",http://www.actuatedmedical.com,12
"acuderm, inc.",http://www.acuderm.com,9
acumed llc,www.acumed.net,8
acxiom corporation,www.acxiom.com,1
"adams industries, inc.",http://www.adamsindustries.com,2
"adaptive computing enterprises, inc.",http://www.adaptivecomputing.com,7
adc acquisition company,http://www.automateddynamics.com,1
"ade, inc.",http://www.ade-usa.com,25
"adm tronics unlimited, inc.",http://www.admtronics.com,6
"administrative resource options, inc.",www.aroptions.com,1
"adroit medical systems, inc.",http://adroitmedical.com,4
"advance controls, inc.",http://www.acicontrols.com,2
"advanced analytical technologies, inc.",http://www.aati-us.com,1
"advanced battery concepts, llc",http://www.advancedbatteryconcepts.com/,1
"advanced bionics, llc",http://advancedbionics.com,108
"advanced ceramic fibers, llc",www.acfibers.com,1
"advanced ceramics manufacturing, llc",http://www.acmtucson.com,1
